<Start>
<Enabled>
CPU Cycle counter
Cycles	Approx	PC	I0	
601763976	X	0x8000332	4294967295								
602927169	X	0x8000332	4294967295								
604139511	X	0x8000332	4294967295								
605302704	X	0x8000332	4294967295								
606416748	X	0x8000332	4294967295								
607612707	X	0x8000332	4294967295								
608726751	X	0x8000332	4294967295								
609939093	X	0x8000332	4294967295								
611102286	X	0x8000332	4294967295								
612232713	X	0x8000332	4294967295								
613395906	X	0x8000332	4294967295								
614493567	X	0x8000332	4294967295								
615623994	X	0x8000332	4294967295								
616836336	X	0x8000332	4294967295								
617884848	X	0x8000332	4294967295								
618998892	X	0x8000332	4294967295								
620276766	X	0x8000332	4294967295								
621521874	X	0x8000332	4294967295								
622816131	X	0x8000332	4294967295								
623946558	X	0x8000332	4294967295								
625109751	X	0x8000332	4294967295								
626223795	X	0x8000332	4294967295								
627403371	X	0x8000332	4294967295								
628517415	X	0x8000332	4294967295								
629729757	X	0x8000332	4294967295								
630778269	X	0x8000332	4294967295								
631794015	X	0x8000332	4294967295								
632826144	X	0x8000332	4294967295								
634906785	X	0x8000332	4294967295								
636037212	X	0x8000332	4294967295								
637167639	X	0x8000332	4294967295								
638298066	X	0x8000332	4294967295								
639412110	X	0x8000332	4294967295								
640526154	X	0x8000332	4294967295								
641787645	X	0x8000332	4294967295								
642868923	X	0x8000332	4294967295								
643999350	X	0x8000332	4294967295								
645244458	X	0x8000332	4294967295								
646374885	X	0x8000332	4294967295								
647570844	X	0x8000332	4294967295								
648684888	X	0x8000332	4294967295								
649782549	X	0x8000332	4294967295								
651011274	X	0x8000332	4294967295								
652158084	X	0x8000332	4294967295								
653272128	X	0x8000332	4294967295								
654386172	X	0x8000332	4294967295								
655582131	X	0x8000332	4294967295								
656712558	X	0x8000332	4294967295								
657826602	X	0x8000332	4294967295								
659038944	X	0x8000332	4294967295								
660251286	X	0x8000332	4294967295								
661348947	X	0x8000332	4294967295								
662495757	X	0x8000332	4294967295								
663691716	X	0x8000332	4294967295								
664920441	X	0x8000332	4294967295								
666100017	X	0x8000332	4294967295								
667214061	X	0x8000332	4294967295								
668426403	X	0x8000332	4294967295								
669622362	X	0x8000332	4294967295								
670900236	X	0x8000332	4294967295								
671948748	X	0x8000332	4294967295								
673128324	X	0x8000332	4294967295								
674291517	X	0x8000332	4294967295								
675356412	X	0x8000332	4294967295								
676421307	X	0x8000332	4294967295								
677617266	X	0x8000332	4294967295								
678829608	X	0x8000332	4294967295								
680041950	X	0x8000332	4294967295								
681155994	X	0x8000332	4294967295								
682302804	X	0x8000332	4294967295								
683416848	X	0x8000332	4294967295								
684547275	X	0x8000332	4294967295								
685710468	X	0x8000332	4294967295								
686742597	X	0x8000332	4294967295								
688004088	X	0x8000332	4294967295								
689101749	X	0x8000332	4294967295								
690199410	X	0x8000332	4294967295								
691362603	X	0x8000332	4294967295								
692640477	X	0x8000332	4294967295								
693672606	X	0x8000332	4294967295								
694704735	X	0x8000332	4294967295								
695786013	X	0x8000332	4294967295								
696818142	X	0x8000332	4294967295								
698079633	X	0x8000332	4294967295								
699177294	X	0x8000332	4294967295								
700487934	X	0x8000332	4294967295								
701634744	X	0x8000332	4294967295								
702814320	X	0x8000332	4294967295								
703993896	X	0x8000332	4294967295								
705124323	X	0x8000332	4294967295								
706336665	X	0x8000332	4294967295								
707467092	X	0x8000332	4294967295								
708712200	X	0x8000332	4294967295								
709826244	X	0x8000332	4294967295								
710891139	X	0x8000332	4294967295								
712037949	X	0x8000332	4294967295								
713250291	X	0x8000332	4294967295								
714315186	X	0x8000332	4294967295								
